MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
Phyto,8/3/2021,7:13,ES0821B0127,RVB,,57,1,1.75%,0.0697,314.159,3.485,50,90.15,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,312,630,0.8,0.8,0.8,c,BSA.YOLO-23,BB,Cannot meet tally in 50 fields.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/17/2021,8:37,ES0821B0144,RYI,1,60,1,1.67%,0.0697,314.159,3.485,50,90.15,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,214,450,0.8,0.8,0.8,c,BSA.YOLO-24,BB,Cannot meet tally in 50 fields. Poorly preserved.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/2/2021,8:30,ES0821B0120,I80,1,60,1,1.67%,0.0683,314.159,1.4343,21,219.03,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,31.5,,,i,BSA.YOLO-25,CB,,elliptic prism,5147.9,,,,,,,,,,Length,31.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/2/2021,8:30,ES0821B0120,I80,1,60,1,1.67%,0.0683,314.159,1.4343,21,219.03,538,Melosira sp.,Diatom,Melosira,sp.,,1,1,18.5,,,i,BSA.YOLO-25,CB,,cylinder,3182.62,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/2/2021,8:30,ES0821B0120,I80,1,60,1,1.67%,0.0683,314.159,1.4343,21,219.03,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,18.5,,,i,BSA.YOLO-25,CB,,prism on parallelogram,17.58,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/2/2021,8:30,ES0821B0120,I80,1,60,1,1.67%,0.0683,314.159,1.4343,21,219.03,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,9.3,,,i,BSA.YOLO-25,CB,,cone + half sphere,196.04,,,,,,,,,,Length,8,7.4,7.4,9.3,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/2/2021,8:30,ES0821B0120,I80,1,60,1,1.67%,0.0683,314.159,1.4343,21,219.03,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,406,812,0.8,0.8,0.8,c,BSA.YOLO-25,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/2/2021,8:30,ES0821B0120,I80,1,60,1,1.67%,0.0683,314.159,1.4343,21,219.03,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,37,2,,,f,BSA.YOLO-25,CB,,cylinder,1.57,,,,,,,,,,Length,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,8:43,ES0821B0162,RYI,1,60,9,15.00%,0.0683,314.159,1.6392,24,21.29,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,27.5,,,i,BSA.YOLO-26,AB,,cylinder,930.56,,,,,,,,,,Length,6.8,12.4,4,4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,13.2,27.5,6,6,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,8:43,ES0821B0162,RYI,1,60,9,15.00%,0.0683,314.159,1.6392,24,21.29,481,Gyrosigma sp.,Diatom,Gyrosigma,sp.,,1,1,192.6,,,i,BSA.YOLO-26,AB,,prism on parallelogram,7126.2,,,,,,,,,,Length,192.6,192.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5,5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,8:43,ES0821B0162,RYI,1,60,9,15.00%,0.0683,314.159,1.6392,24,21.29,631,Navicula sp.,Diatom,Navicula,sp.,,2,2,15,,,i,BSA.YOLO-26,AB,,elliptic prism,175.54,,,,,,,,,,Length,14.9,15,14.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5,5,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3,3,3,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,8:43,ES0821B0162,RYI,1,60,9,15.00%,0.0683,314.159,1.6392,24,21.29,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,5,5,3.7,,,i,BSA.YOLO-26,AB,,sphere,15.6,,,,,,,,,,Length,3.1,2,3.5,3.7,3,3.5,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,8:43,ES0821B0162,RYI,1,60,9,15.00%,0.0683,314.159,1.6392,24,21.29,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,390,780,0.8,0.8,0.8,c,BSA.YOLO-26,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/14/2021,10:30,ES0921B0195,BL5,1,59,11,18.64%,0.0683,314.159,1.2977,19,22.01,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,16.7,,,i,BSA.YOLO-27,CB,High sediment and detritus.,elliptic prism,561.11,,,,,,,,,,Length,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,10:30,ES0921B0195,BL5,1,59,11,18.64%,0.0683,314.159,1.2977,19,22.01,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.YOLO-27,CB,High sediment and detritus.,cylinder,68.96,,,,,,,,,,Length,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,10:30,ES0921B0195,BL5,1,59,11,18.64%,0.0683,314.159,1.2977,19,22.01,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,1,1,12.4,,,i,BSA.YOLO-27,CB,High sediment and detritus.,gomphonemoid,119.78,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,12.4,12.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,10:30,ES0921B0195,BL5,1,59,11,18.64%,0.0683,314.159,1.2977,19,22.01,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,18.5,,,i,BSA.YOLO-27,CB,High sediment and detritus.,prism on parallelogram,145.04,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,10:30,ES0921B0195,BL5,1,59,11,18.64%,0.0683,314.159,1.2977,19,22.01,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,397,794,0.8,0.8,0.8,c,BSA.YOLO-27,CB,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/17/2021,7:50,ES0821B0145,RVB,1,62,10,16.13%,0.0683,314.159,1.9124,28,16.43,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,16.7,,,i,BSA.YOLO-28,AB,,elliptic prism,291.18,,,,,,,,,,Length,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,7:50,ES0821B0145,RVB,1,62,10,16.13%,0.0683,314.159,1.9124,28,16.43,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,6,,,i,BSA.YOLO-28,AB,,cylinder,94.41,,,,,,,,,,Length,3.7,3.7,3,4,4,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.7,5.6,5,6,6,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,7:50,ES0821B0145,RVB,1,62,10,16.13%,0.0683,314.159,1.9124,28,16.43,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,31.5,,,i,BSA.YOLO-28,AB,,prism on parallelogram,126,,,,,,,,,,Length,31.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,7:50,ES0821B0145,RVB,1,62,10,16.13%,0.0683,314.159,1.9124,28,16.43,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,3,,,i,BSA.YOLO-28,AB,,sphere,9.2,,,,,,,,,,Length,2.6,3,2.5,2.2,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,7:50,ES0821B0145,RVB,1,62,10,16.13%,0.0683,314.159,1.9124,28,16.43,1381,cf. Anabaena sp.,Soft Body,Anabaena,sp.,,1,4,4,,,f,BSA.YOLO-28,AB,,sphere,28.67,,,,,,,,,,Length,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,7:50,ES0821B0145,RVB,1,62,10,16.13%,0.0683,314.159,1.9124,28,16.43,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,391,782,0.8,0.8,0.8,c,BSA.YOLO-28,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/28/2021,10:20,ES0921B0213,BL5,1,62,10,16.13%,0.0683,314.159,2.5954,38,12.1,46,cf. Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,18,,,i,BSA.YOLO-29,AB,,elliptic prism,212.06,,,,,,,,,,Length,18,18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/28/2021,10:20,ES0921B0213,BL5,1,62,10,16.13%,0.0683,314.159,2.5954,38,12.1,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,4,4,22,,,i,BSA.YOLO-29,AB,,elliptic prism,595.29,,,,,,,,,,Length,19.8,16.7,22,20,20.4,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.6,11.1,13,11.1,11.1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.3,3,4,3.2,3,,,,,,,,,,,,,,,,,,,,,
Phyto,9/28/2021,10:20,ES0921B0213,BL5,1,62,10,16.13%,0.0683,314.159,2.5954,38,12.1,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,11.1,,,i,BSA.YOLO-29,AB,,cylinder,267.96,,,,,,,,,,Length,5.2,7.4,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.1,11.1,5,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/28/2021,10:20,ES0921B0213,BL5,1,62,10,16.13%,0.0683,314.159,2.5954,38,12.1,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,2.5,,,i,BSA.YOLO-29,AB,,sphere,6.37,,,,,,,,,,Length,2.3,2.5,2,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/28/2021,10:20,ES0921B0213,BL5,1,62,10,16.13%,0.0683,314.159,2.5954,38,12.1,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,392,784,0.8,0.8,0.8,c,BSA.YOLO-29,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/14/2021,9:31,ES0921B0197,LIB,1,61,10,16.39%,0.0697,314.159,2.7183,39,11.56,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,11.1,,,i,BSA.YOLO-30,BB,,elliptic prism,119.35,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,9:31,ES0921B0197,LIB,1,61,10,16.39%,0.0697,314.159,2.7183,39,11.56,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,6,6,7.4,,,i,BSA.YOLO-30,BB,,cylinder,115.92,,,,,,,,,,Length,4.1,3.7,3.7,3.7,3.7,5.6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6,5.6,5.6,5.6,5.6,7.4,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,9:31,ES0921B0197,LIB,1,61,10,16.39%,0.0697,314.159,2.7183,39,11.56,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,31.5,,,i,BSA.YOLO-30,BB,,prism on parallelogram,268.07,,,,,,,,,,Length,31.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,9:31,ES0921B0197,LIB,1,61,10,16.39%,0.0697,314.159,2.7183,39,11.56,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,397,800,0.8,0.8,0.8,c,BSA.YOLO-30,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/28/2021,9:08,ES0921B0215,LIB,1,61,6,9.84%,0.0683,314.159,1.2977,19,40.35,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,5,5,22.2,,,i,BSA.YOLO-31,CB,,elliptic prism,699,,,,,,,,,,Length,17.8,14.8,18.5,22.2,14.8,18.5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,10,7.4,11.1,13,9.3,9.3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5,3.7,5.5,6.5,4.6,4.6,,,,,,,,,,,,,,,,,,,,
Phyto,9/28/2021,9:08,ES0921B0215,LIB,1,61,6,9.84%,0.0683,314.159,1.2977,19,40.35,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.YOLO-31,CB,,cylinder,68.96,,,,,,,,,,Length,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/28/2021,9:08,ES0921B0215,LIB,1,61,6,9.84%,0.0683,314.159,1.2977,19,40.35,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,1,1,9.9,,,i,BSA.YOLO-31,CB,,gomphonemoid,95.26,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,9.9,9.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,4.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/28/2021,9:08,ES0921B0215,LIB,1,61,6,9.84%,0.0683,314.159,1.2977,19,40.35,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,396,792,0.8,0.8,0.8,c,BSA.YOLO-31,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/31/2021,8:06,ES0821B0164,SHR,1,61,10,16.39%,0.0683,314.159,1.2977,19,24.21,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,7.4,,,i,BSA.YOLO-32,CB,High sediment and detritus.,elliptic prism,40.86,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,8:06,ES0821B0164,SHR,1,61,10,16.39%,0.0683,314.159,1.2977,19,24.21,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,7.6,,,i,BSA.YOLO-32,CB,High sediment and detritus.,cylinder,127,,,,,,,,,,Length,3.3,3.7,2.8,3.7,2.8,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7,7.4,7.6,7.4,5.6,,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,8:06,ES0821B0164,SHR,1,61,10,16.39%,0.0683,314.159,1.2977,19,24.21,538,Melosira sp.,Diatom,Melosira,sp.,,3,3,25.9,,,i,BSA.YOLO-32,CB,High sediment and detritus.,cylinder,3515.76,,,,,,,,,,Length,22.2,20.4,20.4,25.9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,14.2,14.8,14.8,13,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,8:06,ES0821B0164,SHR,1,61,10,16.39%,0.0683,314.159,1.2977,19,24.21,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,33.3,,,i,BSA.YOLO-32,CB,High sediment and detritus.,elliptic prism,716.09,,,,,,,,,,Length,33.3,33.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,8:06,ES0821B0164,SHR,1,61,10,16.39%,0.0683,314.159,1.2977,19,24.21,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,3,3,140.8,,,i,BSA.YOLO-32,CB,High sediment and detritus.,prism on parallelogram,446.51,,,,,,,,,,Length,72.9,140.8,61.1,16.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.9,7.4,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.5,3.7,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,8:06,ES0821B0164,SHR,1,61,10,16.39%,0.0683,314.159,1.2977,19,24.21,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,397,794,0.8,0.8,0.8,c,BSA.YOLO-32,CB,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/31/2021,8:06,ES0821B0164,SHR,1,61,10,16.39%,0.0683,314.159,1.2977,19,24.21,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,20,2,,,f,,CB,High sediment and detritus.,cylinder,1.57,,,,,,,,,,Length,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1,1.2,1,1,1,1,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,11:34,ES0921B0194,STTD,1,61,3,4.92%,0.0683,314.159,1.6392,24,63.88,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,3,,,i,BSA.YOLO-33,AB,,sphere,12.77,,,,,,,,,,Length,2.9,3,2.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,11:34,ES0921B0194,STTD,1,61,3,4.92%,0.0683,314.159,1.6392,24,63.88,1842,Plagioselmis sp.,Soft Body,Plagioselmis,sp.,,1,1,11.1,,,i,BSA.YOLO-33,AB,,cone + half sphere,596.74,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,11:34,ES0921B0194,STTD,1,61,3,4.92%,0.0683,314.159,1.6392,24,63.88,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,403,806,0.8,0.8,0.8,c,BSA.YOLO-33,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/31/2021,11:06,ES0821B0158,STTD,1,60,3,5.00%,0.0683,314.159,1.4343,21,73.01,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA.YOLO-34,AB,,cylinder,240.85,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
