MethodCode,SampleDate,SampleTime,StationCode,Depth_m,Volume-Received_mL,Volume_Analyzed_mL,Percent_of_Sample_Counted,Field-of-view_mm²,Slide_Chamber_Area_mm²,Area_Counted,Number_of_Fields_Counted,Factor,BSA_TIN,Taxon,Diatom_SoftBody,Genus,Species,Synonym,Unit_Abundance,Number_of_cells_per_unit,GALD1,GALD2,GALD3,Colony_Filament_Individual_Group_Code,BSA#,Taxonomist,Comments,Shape,Biovolume1,Biovolume2,Biovolume3,Biovolume4,Biovolume5,Biovolume6,Biovolume7,Biovolume8,Biovolume9,Biovolume10,Dimension,Measurement_average,Measurement1,Measurement2,Measurement3,Measurement4,Measurement5,Measurement6,Measurement7,Measurement8,Measurement9,Measurement10,Measurement11,Measurement12,Measurement13,Measurement14,Measurement15,Measurement16,Measurement17,Measurement18,Measurement19,Measurement20,Measurement21,Measurement22,Measurement23,Measurement24,Measurement25
Phyto,8/10/2020,10:22,BL5,,62.0,2,3.23%,0.0683,314.159,1.0928,16,143.74,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,11.1,,,i,BSA.YOLO-36,CT,High sediment and detritus.,elliptic prism,90.32,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:22,BL5,,62.0,2,3.23%,0.0683,314.159,1.0928,16,143.74,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,2.1,,,i,BSA.YOLO-36,CT,High sediment and detritus.,sphere,4.19,,,,,,,,,,Length,2.0,2.1,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:22,BL5,,62.0,2,3.23%,0.0683,314.159,1.0928,16,143.74,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,414,837,0.8,0.8,0.8,c,BSA.YOLO-36,CT,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/10/2020,9:47,LIB,,63.0,4,6.35%,0.0683,314.159,1.5026,22,52.27,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,22.2,,,i,BSA.YOLO-14,CT,Moderate sediment and detritus.,elliptic prism,634.66,,,,,,,,,,Length,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,9:47,LIB,,63.0,4,6.35%,0.0683,314.159,1.5026,22,52.27,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,18.5,,,i,BSA.YOLO-14,CT,Moderate sediment and detritus.,prism on parallelogram,95.83,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,9:47,LIB,,63.0,4,6.35%,0.0683,314.159,1.5026,22,52.27,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,11,11,2.8,,,i,BSA.YOLO-14,CT,Moderate sediment and detritus.,sphere,5.58,,,,,,,,,,Length,2.2,2.1,1.9,1.9,2.8,2.1,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,9:47,LIB,,63.0,4,6.35%,0.0683,314.159,1.5026,22,52.27,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,2,2,5.6,,,i,BSA.YOLO-14,CT,Moderate sediment and detritus.,cylinder + 2 cones,5.99,,,,,,,,,,Length,4.7,5.6,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,9:47,LIB,,63.0,4,6.35%,0.0683,314.159,1.5026,22,52.27,1421,Chroococcus minutus,Soft Body,Chroococcus,minutus,,1,1,5.6,,,i,BSA.YOLO-14,CT,Moderate sediment and detritus.,sphere,91.95,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,9:47,LIB,,63.0,4,6.35%,0.0683,314.159,1.5026,22,52.27,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,384,775,0.8,0.8,0.8,c,BSA.YOLO-14,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/10/2020,8:38,RVB,,63.0,4,6.35%,0.0683,314.159,1.2294,18,63.88,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,18.5,,,i,BSA.YOLO-12,CT,Moderate sediment and detritus.,elliptic prism,488.20,,,,,,,,,,Length,18.5,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,8:38,RVB,,63.0,4,6.35%,0.0683,314.159,1.2294,18,63.88,397,cf. Fragilaria sp.,Diatom,Fragilaria,sp.,,1,1,24.1,,,i,BSA.YOLO-12,CT,Moderate sediment and detritus.,elliptic prism,259.13,,,,,,,,,,Length,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,8:38,RVB,,63.0,4,6.35%,0.0683,314.159,1.2294,18,63.88,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,25.9,,,i,BSA.YOLO-12,CT,Moderate sediment and detritus.,prism on parallelogram,110.33,,,,,,,,,,Length,21.3,25.9,16.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,8:38,RVB,,63.0,4,6.35%,0.0683,314.159,1.2294,18,63.88,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,8,8,2.8,,,i,BSA.YOLO-12,CT,Moderate sediment and detritus.,sphere,4.85,,,,,,,,,,Length,2.1,2.8,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,8:38,RVB,,63.0,4,6.35%,0.0683,314.159,1.2294,18,63.88,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,5.6,,,i,BSA.YOLO-12,CT,Moderate sediment and detritus.,cylinder + 2 cones,7.01,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,8:38,RVB,,63.0,4,6.35%,0.0683,314.159,1.2294,18,63.88,1421,Chroococcus minutus,Soft Body,Chroococcus,minutus,,2,3,5.6,,,c,BSA.YOLO-12,CT,Moderate sediment and detritus.,sphere,77.95,,,,,,,,,,Length,5.3,4.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,8:38,RVB,,63.0,4,6.35%,0.0683,314.159,1.2294,18,63.88,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,385,782,0.8,0.8,0.8,c,BSA.YOLO-12,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/10/2020,9:19,RYI,,63.0,4,6.35%,0.0683,314.159,1.366,20,57.50,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,9.3,,,i,BSA.YOLO-13,CT,Moderate sediment and detritus.,cylinder,142.69,,,,,,,,,,Length,4.3,3.7,5.6,3.7,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,9:19,RYI,,63.0,4,6.35%,0.0683,314.159,1.366,20,57.50,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,18.5,,,i,BSA.YOLO-13,CT,Moderate sediment and detritus.,prism on parallelogram,95.83,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,9:19,RYI,,63.0,4,6.35%,0.0683,314.159,1.366,20,57.50,1860,Skeletonema potamos,Diatom,Skeletonema,potamos,,2,2,9.3,,,i,BSA.YOLO-13,CT,Moderate sediment and detritus.,cylinder + 2 half spheres,90.32,,,,,,,,,,Length,8.4,9.3,7.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,9:19,RYI,,63.0,4,6.35%,0.0683,314.159,1.366,20,57.50,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,22.2,,,i,BSA.YOLO-13,CT,Moderate sediment and detritus.,cylinder,4296.54,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,9:19,RYI,,63.0,4,6.35%,0.0683,314.159,1.366,20,57.50,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,12,12,2.8,,,i,BSA.YOLO-13,CT,Moderate sediment and detritus.,sphere,5.58,,,,,,,,,,Length,2.2,2.8,2.1,1.9,2.1,2.1,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,9:19,RYI,,63.0,4,6.35%,0.0683,314.159,1.366,20,57.50,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,4.6,,,i,BSA.YOLO-13,CT,Moderate sediment and detritus.,cylinder + 2 cones,3.21,,,,,,,,,,Length,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,9:19,RYI,,63.0,4,6.35%,0.0683,314.159,1.366,20,57.50,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,384,771,0.8,0.8,0.8,c,BSA.YOLO-13,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,4,4,25.9,,,i,BSA.YOLO-24,LA,,elliptic prism,1369.36,,,,,,,,,,Length,20.5,25.9,19.0,16.7,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,175,Cyclotella atomus,Diatom,Cyclotella,atomus,,1,1,4.5,,,i,BSA.YOLO-24,LA,,cylinder,47.71,,,,,,,,,,Length,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,18.5,,,i,BSA.YOLO-24,LA,,cylinder,4300.84,,,,,,,,,,Length,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,224,Cymbella mexicana,Diatom,Cymbella,mexicana,,1,1,109.3,,,i,BSA.YOLO-24,LA,,cymbelloid,42865.63,,,,,,,,,,Length,109.3,109.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,241,Cymbella sp.,Diatom,Cymbella,sp.,,1,1,37,,,i,BSA.YOLO-24,LA,,cymbelloid,2084.44,,,,,,,,,,Length,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,1961,Encyonema cf. ventricosum,Diatom,Encyonema,ventricosum,,1,1,27.8,,,i,BSA.YOLO-24,LA,,cymbelloid,801.51,,,,,,,,,,Length,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,1963,Gomphoneis herculeana var. abundans,Diatom,Gomphoneis,herculeana var. abundans,,1,1,57,,,i,BSA.YOLO-24,LA,,elliptic prism,18602.21,,,,,,,,,,Width,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,2,2,16.7,,,i,BSA.YOLO-24,LA,,gomphonemoid,771.09,,,,,,,,,,Width,8.8,10.2,7.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,470,Gomphonema cf. ventricosum,Diatom,Gomphonema,ventricosum,,1,1,16.7,,,i,BSA.YOLO-24,LA,,gomphonemoid,1170.40,,,,,,,,,,Width,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,470,Gomphonema ventricosum,Diatom,Gomphonema,ventricosum,,1,1,22.2,,,i,BSA.YOLO-24,LA,,gomphonemoid,1844.35,,,,,,,,,,Width,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,1959,cf. Iconella sp.,Diatom,Iconella,sp.,,1,1,133.3,,,i,BSA.YOLO-24,LA,,elliptic prism,154791.41,,,,,,,,,,Length,133.3,133.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,1960,Lindavia bodanica,Diatom,Lindavia,bodanica,,1,1,29.6,,,i,BSA.YOLO-24,LA,,cylinder,13625.05,,,,,,,,,,Length,19.8,19.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,1947,cf. Microcostatus sp.,Diatom,Microcostatus,sp.,,1,1,9.3,,,i,BSA.YOLO-24,LA,,elliptic prism,75.67,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,1962,Navicula cf. subrostellata,Diatom,Navicula,subrostellata,,1,1,24.1,,,i,BSA.YOLO-24,LA,,elliptic prism,445.19,,,,,,,,,,Length,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,693,Nitzschia dissipata,Diatom,Nitzschia,dissipata,,1,1,25.9,,,i,BSA.YOLO-24,LA,,prism on parallelogram,406.11,,,,,,,,,,Length,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,702,Nitzschia fonticola,Diatom,Nitzschia,fonticola,,1,1,27.8,,,i,BSA.YOLO-24,LA,,prism on parallelogram,190.29,,,,,,,,,,Length,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,744,Nitzschia sigma,Diatom,Nitzschia,sigma,,1,1,93,,,i,BSA.YOLO-24,LA,,prism on parallelogram,1458.24,,,,,,,,,,Length,93.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,835,Planothidium delicatulum,Diatom,Planothidium,delicatulum,,1,1,12,,,i,BSA.YOLO-24,LA,,elliptic prism,113.10,,,,,,,,,,Length,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,841,Planothidium lanceolatum,Diatom,Planothidium,lanceolatum,,1,1,14.8,,,i,BSA.YOLO-24,LA,,elliptic prism,177.85,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,998,Tryblionella levidensis,Diatom,Tryblionella,levidensis,,1,1,27.8,,,i,BSA.YOLO-24,LA,,elliptic prism,3586.90,,,,,,,,,,Length,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,1964,Ulnaria contracta,Diatom,Ulnaria,contracta,,2,2,175.9,,,i,BSA.YOLO-24,LA,,elliptic prism,6571.68,,,,,,,,,,Length,152.8,129.6,175.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,1005,Ulnaria sp.,Diatom,Ulnaria,sp.,,11,11,159.8,,,i,BSA.YOLO-24,LA,,elliptic prism,8439.06,,,,,,,,,,Length,159.8,136.1,172.2,172.2,140.8,177.8,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,1957,Desmodesmus communis,Soft Body,Desmodesmus,communis,,1,4,6.3,,,c,BSA.YOLO-24,LA,,prolate spheroid,11.52,,,,,,,,,,Length,5.5,5.6,6.3,5.6,4.5,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,1115,Kirchneriella sp.,Soft Body,Kirchneriella,sp.,,1,1,7.4,,,i,BSA.YOLO-24,LA,,2 cones,12.55,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,366,732,0.8,0.8,0.8,c,BSA.YOLO-24,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,1448,Komvophoron sp.,Soft Body,Komvophoron,sp.,,1,14,3.7,,,f,BSA.YOLO-24,LA,,cylinder,30.11,,,,,,,,,,Length,2.8,2.8,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,10:57,SHR,,64.0,2,3.13%,0.0683,314.159,2.3222,34,67.64,1965,Trachelomonas cf. granulata,Soft Body,Trachelomonas,granulata,,1,1,25.9,,,i,BSA.YOLO-24,LA,,ellipsoid,4641.32,,,,,,,,,,Length,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,11:01,STTD,,61.0,1,1.64%,0.0683,314.159,1.366,20,229.98,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,9.3,,,i,BSA.YOLO-06,CT,High sediment and detritus.,elliptic prism,75.67,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,11:01,STTD,,61.0,1,1.64%,0.0683,314.159,1.366,20,229.98,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,6.5,,,i,BSA.YOLO-06,CT,High sediment and detritus.,cylinder,122.78,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,11:01,STTD,,61.0,1,1.64%,0.0683,314.159,1.366,20,229.98,1735,Rhoicosphenia sp.,Diatom,Rhoicosphenia,sp.,,1,1,9.3,,,i,BSA.YOLO-06,CT,High sediment and detritus.,gomphonemoid,332.44,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,11:01,STTD,,61.0,1,1.64%,0.0683,314.159,1.366,20,229.98,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,5,5,2.8,,,i,BSA.YOLO-06,CT,High sediment and detritus.,sphere,4.85,,,,,,,,,,Length,2.1,2.8,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,8/10/2020,11:01,STTD,,61.0,1,1.64%,0.0683,314.159,1.366,20,229.98,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,392,787,0.8,0.8,0.8,c,BSA.YOLO-06,CT,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/11/2020,9:02,I80,,57.0,1,1.75%,0.0683,314.159,1.4343,21,219.03,91,Aulacoseira cf. granulata,Diatom,Aulacoseira,granulata,,1,1,31.5,,,i,BSA.YOLO-28,LA,,cylinder,286.01,,,,,,,,,,Length,26.6,31.5,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,9:02,I80,,57.0,1,1.75%,0.0683,314.159,1.4343,21,219.03,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,10,10,30.6,,,i,BSA.YOLO-28,LA,,cylinder,3809.41,,,,,,,,,,Length,28.7,27.8,27.8,27.8,29.6,30.6,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,9:02,I80,,57.0,1,1.75%,0.0683,314.159,1.4343,21,219.03,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,3,3,13,,,i,BSA.YOLO-28,LA,,cylinder,441.70,,,,,,,,,,Length,7.1,5.0,4.2,12.0,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,9:02,I80,,57.0,1,1.75%,0.0683,314.159,1.4343,21,219.03,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,12,,,i,BSA.YOLO-28,LA,,cylinder,603.14,,,,,,,,,,Length,7.1,6.2,8.0,9.3,6.2,6.0,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,9:02,I80,,57.0,1,1.75%,0.0683,314.159,1.4343,21,219.03,540,Melosira varians,Diatom,Melosira,varians,,2,2,25.9,,,i,BSA.YOLO-28,LA,,cylinder,13645.48,,,,,,,,,,Length,25.9,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,9:02,I80,,57.0,1,1.75%,0.0683,314.159,1.4343,21,219.03,676,Nitzschia angustata,Diatom,Nitzschia,angustata,,1,1,42.6,,,i,BSA.YOLO-28,LA,,prism on parallelogram,845.40,,,,,,,,,,Length,42.6,42.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,9:02,I80,,57.0,1,1.75%,0.0683,314.159,1.4343,21,219.03,693,Nitzschia dissipata,Diatom,Nitzschia,dissipata,,1,1,41.7,,,i,BSA.YOLO-28,LA,,prism on parallelogram,827.54,,,,,,,,,,Length,41.7,41.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,9:02,I80,,57.0,1,1.75%,0.0683,314.159,1.4343,21,219.03,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,4.5,,,i,BSA.YOLO-28,LA,,sphere,47.71,,,,,,,,,,Length,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,9:02,I80,,57.0,1,1.75%,0.0683,314.159,1.4343,21,219.03,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,2,2,20,,,i,BSA.YOLO-28,LA,,2 cones,29.51,,,,,,,,,,Length,19.5,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,9:02,I80,,57.0,1,1.75%,0.0683,314.159,1.4343,21,219.03,1969,Oocystis naegeli,Soft Body,Oocystis,naegeli,,1,4,35.2,,,c,BSA.YOLO-28,LA,,prolate spheroid,8606.78,,,,,,,,,,Length,31.9,33.3,35.2,29.6,29.6,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,9:02,I80,,57.0,1,1.75%,0.0683,314.159,1.4343,21,219.03,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,4,4,6,,,i,BSA.YOLO-28,LA,,sphere,50.96,,,,,,,,,,Length,4.6,4.0,6.0,4.0,4.5,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,9:02,I80,,57.0,1,1.75%,0.0683,314.159,1.4343,21,219.03,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,383,766,0.8,0.8,0.8,c,BSA.YOLO-28,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/11/2020,9:02,I80,,57.0,1,1.75%,0.0683,314.159,1.4343,21,219.03,1503,cf. Planktothrix sp.,Soft Body,Planktothrix,sp.,,1,323,5.6,,,f,BSA.YOLO-28,LA,,cylinder,51.72,,,,,,,,,,Length,2.1,2.8,2.0,2.0,2.0,1.8,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:24,LIS,,62.0,1,1.61%,0.0683,314.159,1.0928,16,287.48,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,1,1,11.1,,,i,BSA.YOLO-07,CT,High sediment and detritus.,cylinder,1074.13,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:24,LIS,,62.0,1,1.61%,0.0683,314.159,1.0928,16,287.48,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,11.1,,,i,BSA.YOLO-07,CT,High sediment and detritus.,cylinder,832.21,,,,,,,,,,Length,8.6,11.1,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:24,LIS,,62.0,1,1.61%,0.0683,314.159,1.0928,16,287.48,310,Encyonema sp.,Diatom,Encyonema,sp.,,1,1,20.4,,,i,BSA.YOLO-07,CT,High sediment and detritus.,cymbelloid,186.22,,,,,,,,,,Length,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:24,LIS,,62.0,1,1.61%,0.0683,314.159,1.0928,16,287.48,397,Fragilaria sp.,Diatom,Fragilaria,sp.,,3,3,27.8,,,i,BSA.YOLO-07,CT,High sediment and detritus.,elliptic prism,210.74,,,,,,,,,,Length,25.9,25.9,27.8,24.1,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:24,LIS,,62.0,1,1.61%,0.0683,314.159,1.0928,16,287.48,744,Nitzschia sigma,Diatom,Nitzschia,sigma,,1,1,72.2,,,i,BSA.YOLO-07,CT,High sediment and detritus.,prism on parallelogram,1495.98,,,,,,,,,,Length,72.2,72.2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:24,LIS,,62.0,1,1.61%,0.0683,314.159,1.0928,16,287.48,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,18.5,,,i,BSA.YOLO-07,CT,High sediment and detritus.,prism on parallelogram,57.81,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
